year,track_name,track_popularity,album,artist_name,artist_genres,main_genre,artist_popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
2000,Never Let You Go - 2008 Remaster,65,Blue,Third Eye Blind,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']",rock,64,0.728,0.94,4,-5.034,0.0368,0.0814,0.000162,0.109,0.967,113.76,3.95
2001,Whole Again,65,Right Now,Atomic Kitten,"['candy pop', 'dance pop', 'europop', 'girl group']",pop,56,0.747,0.706,4,-4.653,0.0413,0.0844,0.00355,0.174,0.567,94.019,3.08
2002,Oh Boy,65,Come Home With Me,Cam'ron,"['battle rap', 'east coast hip hop', 'harlem hip hop', 'southern hip hop']",rap,64,0.758,0.768,6,-5.603,0.174,0.0237,0.0,0.141,0.824,83.033,3.41
2002,Always On Time,65,Pain Is Love,Ja Rule,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",pop,69,0.832,0.699,5,-6.322,0.209,0.202,0.0,0.131,0.853,96.652,4.1
2002,I Need a Girl (Pt. 1) [feat. Usher & Loon],65,R&B Hits,Diddy,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",pop,72,0.66,0.707,6,-5.758,0.208,0.397,0.0,0.211,0.761,89.279,4.48
2002,Hella Good,65,Rock Steady (Expanded Edition),No Doubt,"['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock']",pop,69,0.772,0.665,8,-3.947,0.0349,0.0136,0.012,0.0905,0.838,115.138,4.04
2002,Still Fly,65,Hood Rich,Big Tymers,"['crunk', 'dirty south rap', 'new orleans rap']",rap,52,0.675,0.607,11,-3.538,0.162,0.0302,8.97e-06,0.339,0.56,177.928,5.59
2002,Nessaja,65,Encore - Live And Direct,Scooter,"['eurodance', 'german techno', 'hamburg electronic', 'happy hardcore']",,68,0.512,0.909,2,-7.045,0.0374,0.00117,0.0282,0.243,0.137,143.034,3.48
2002,Hey Ma,65,Come Home With Me,Cam'ron,"['battle rap', 'east coast hip hop', 'harlem hip hop', 'southern hip hop']",rap,64,0.771,0.673,8,-5.045,0.366,0.0293,2.97e-06,0.364,0.947,90.361,3.68
2003,Big Yellow Taxi,65,Hard Candy,Counting Crows,"['neo mellow', 'pop rock', 'post-grunge', 'rock']",pop,68,0.678,0.866,1,-4.341,0.048,0.00295,0.0,0.16,0.842,88.041,3.76
2003,Beautiful,65,The Best Of Snoop Dogg,Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",rap,82,0.893,0.74,11,-4.936,0.132,0.299,0.0,0.0881,0.963,101.025,4.99
2004,Slow Motion,65,Juve The Great,JUVENILE,"['bounce', 'crunk', 'dirty south rap', 'new orleans rap', 'southern hip hop', 'trap']",rap,59,0.713,0.734,0,-4.894,0.325,0.548,0.0,0.0687,0.89,172.872,4.14
2004,Vertigo,65,How To Dismantle An Atomic Bomb,U2,"['irish rock', 'permanent wave', 'rock']",rock,78,0.416,0.819,9,-3.974,0.0613,0.000138,0.00108,0.147,0.632,140.083,3.23
2004,Dirt Off Your Shoulder,65,The Black Album,JAY-Z,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",hip hop,84,0.78,0.657,1,-7.149,0.317,0.0321,2.56e-06,0.339,0.648,163.969,4.09
2004,Left Outside Alone,65,Anastacia,Anastacia,[],,60,0.663,0.746,2,-3.567,0.0321,0.0697,0.0,0.0929,0.325,102.847,4.29
2004,Bring Em Out,65,Urban Legend,T.I.,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,74,0.759,0.891,11,-2.983,0.257,0.0298,0.0,0.141,0.587,98.579,3.61
2004,100 Years,65,The Battle for Everything,Five For Fighting,"['neo mellow', 'piano rock', 'pop rock']",rock,56,0.643,0.569,7,-7.459,0.0276,0.544,2.17e-05,0.178,0.275,120.507,4.08
2004,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,65,Bad Boy 20th Anniversary Box Set Edition,Mario Winans,[],,57,0.833,0.515,11,-5.0,0.0462,0.347,0.00156,0.116,0.4,97.007,4.29
2005,One Wish,65,Raydiation,Ray J,"['pop rap', 'urban contemporary']",pop,54,0.529,0.651,5,-7.061,0.282,0.281,0.0,0.339,0.592,127.03,5.63
2005,Incomplete,65,Never Gone,Backstreet Boys,"['boy band', 'dance pop', 'pop']",pop,75,0.437,0.589,4,-4.834,0.0331,0.231,0.0,0.0768,0.165,133.631,3.99
2005,Scars,65,Getting Away With Murder,Papa Roach,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",rap,72,0.455,0.929,11,-3.295,0.0494,0.0875,0.0,0.226,0.484,89.782,3.47
2005,Signs,65,R&G (Rhythm & Gangsta): The Masterpiece,Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",rap,82,0.934,0.706,7,-5.317,0.178,0.0305,0.000121,0.136,0.614,112.962,3.94
2006,One,65,The Breakthrough,Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",pop,71,0.344,0.874,0,-3.161,0.0777,0.0841,0.0,0.129,0.269,185.888,4.34
2006,You Know I'm No Good,65,Back To Black,Amy Winehouse,"['british soul', 'neo soul']",,77,0.705,0.806,9,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,103.383,4.28
2006,Smile,65,"Alright, Still (Bonus Track Version)",Lily Allen,"['dance pop', 'electropop']",pop,68,0.632,0.639,5,-5.938,0.0259,0.00143,0.0,0.221,0.733,95.506,3.28
2006,What You Know,65,King,T.I.,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,74,0.551,0.81,11,-4.365,0.0344,0.0155,0.0,0.169,0.332,73.464,4.57
2006,London Bridge,65,The Dutchess,Fergie,"['dance pop', 'pop']",pop,69,0.77,0.609,1,-5.894,0.345,0.214,0.0,0.166,0.631,90.952,4.02
2007,Get It Shawty,65,Street Love,Lloyd,"['hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",pop,66,0.822,0.905,5,-4.032,0.241,0.123,0.0,0.0496,0.674,128.014,3.49
2007,Let It Go,65,Just Like You,Keyshia Cole,"['hip pop', 'r&b', 'urban contemporary']",pop,70,0.806,0.721,10,-5.167,0.215,0.197,0.0,0.209,0.781,94.967,3.97
2007,Bed,65,Back Of My Lac',J. Holiday,"['contemporary r&b', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",r&b,51,0.684,0.606,5,-7.268,0.0504,0.17,0.0,0.058,0.723,127.901,4.59
2007,Golden Skans,65,Myths Of The Near Future,Klaxons,"['alternative dance', 'dance-punk', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']",rock,51,0.463,0.836,2,-2.776,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,2.75
2008,Dance Wiv Me - Radio Edit,65,Tongue N' Cheek (Dirtee Deluxe Edition),Dizzee Rascal,"['grime', 'instrumental grime']",,61,0.878,0.746,11,-4.281,0.0451,0.0476,0.0,0.154,0.792,111.996,3.4
2008,Take You There,65,Sean Kingston,Sean Kingston,"['dance pop', 'miami hip hop', 'pop']",pop,71,0.752,0.921,5,-4.321,0.0696,0.0182,0.0,0.256,0.634,115.033,3.94
2008,Say Hey (I Love You) (feat. Cherine Tanya Anderson),65,All Rebel Rockers,Michael Franti & Spearhead,['reggae fusion'],,55,0.738,0.983,5,-4.374,0.0852,0.0376,5.98e-06,0.183,0.957,92.998,3.93
2008,Sexy Can I,65,All I Feel,Ray J,"['pop rap', 'urban contemporary']",pop,54,0.575,0.686,1,-6.008,0.319,0.296,0.0,0.617,0.926,172.165,3.4
2009,Intro,65,xx,The xx,"['downtempo', 'dream pop', 'indietronica']",pop,66,0.617,0.778,9,-8.872,0.027,0.459,0.925,0.128,0.152,100.363,2.13
2009,Good Girls Go Bad (feat. Leighton Meester),65,Hot Mess,Cobra Starship,"['neon pop punk', 'pop punk', 'post-teen pop']",pop,57,0.594,0.874,0,-3.716,0.0815,0.0116,0.0,0.549,0.628,119.964,3.27
2009,Jai Ho! (You Are My Destiny),65,Jai Ho! (You Are My Destiny),A.R. Rahman,['filmi'],,79,0.657,0.941,8,-3.919,0.061,0.0476,0.0,0.0797,0.879,136.202,3.71
2010,Impossible,65,No Gravity,Shontelle,"['barbadian pop', 'dance pop', 'post-teen pop', 'talent show']",pop,52,0.6,0.624,8,-3.631,0.0334,0.385,0.0,0.125,0.529,90.036,3.78
2010,Young Forever,65,The Blueprint 3,JAY-Z,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",hip hop,84,0.637,0.69,9,-3.214,0.0693,0.417,0.0,0.211,0.103,140.329,4.23
2010,My Chick Bad,65,Battle Of The Sexes (Deluxe),Ludacris,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,77,0.624,0.723,1,-6.782,0.378,0.172,0.0,0.483,0.757,84.789,3.62
2010,Half of My Heart,65,Battle Studies,John Mayer,"['neo mellow', 'singer-songwriter']",,77,0.681,0.593,5,-9.327,0.0251,0.435,0.000117,0.106,0.731,115.058,4.17
2011,Till the World Ends,65,Femme Fatale (Deluxe Version),Britney Spears,"['dance pop', 'pop']",pop,81,0.693,0.705,8,-5.747,0.0665,0.0228,0.0,0.202,0.45,131.951,3.97
2011,The Adventures of Rain Dance Maggie,65,I'm with You,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,82,0.683,0.734,4,-4.523,0.029,0.00112,0.0139,0.258,0.576,106.254,4.71
2011,Motivation,65,Here I Am (Deluxe Version),Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",hip hop,68,0.744,0.672,9,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889,3.84
2012,Wings,65,DNA (Expanded Edition),Little Mix,"['girl group', 'pop', 'talent show', 'uk pop']",pop,74,0.742,0.878,9,-3.127,0.128,0.000758,8.88e-05,0.286,0.564,114.965,3.7
2012,Ai Se Eu Te Pego - Ao Vivo,65,Na Balada (Ao Vivo),Michel TelÛ,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",pop,60,0.65,0.946,11,-5.326,0.0981,0.223,0.0,0.979,0.669,96.033,2.84
2012,Not Over You,65,Sweeter,Gavin DeGraw,"['neo mellow', 'pop rock']",pop,60,0.63,0.894,10,-4.592,0.0544,0.255,0.0,0.181,0.364,142.051,3.64
2013,High Hopes,65,In A Perfect World (Expanded Edition),Kodaline,"['irish pop', 'modern rock', 'neo mellow']",pop,68,0.488,0.487,4,-6.371,0.0305,0.577,0.0,0.193,0.219,77.278,3.84
2013,It's a Beautiful Day,65,To Be Loved,Michael BublÈ,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",pop,74,0.532,0.795,1,-3.979,0.0358,0.0559,0.0,0.295,0.78,143.837,3.32
2013,Berzerk,65,The Marshall Mathers LP2 (Deluxe),Eminem,"['detroit hip hop', 'hip hop', 'rap']",hip hop,90,0.739,0.872,11,-4.059,0.333,0.0217,0.0,0.26,0.684,95.084,3.98
2013,One Way or Another (Teenage Kicks),65,One Way Or Another (Teenage Kicks),One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",pop,84,0.489,0.867,4,-3.121,0.071,0.025,0.0,0.586,0.409,162.131,2.62
2013,Body Party,65,Ciara,Ciara,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",pop,70,0.577,0.576,2,-6.299,0.0563,0.0143,0.0,0.602,0.12,133.973,3.9
2014,Hideaway,65,Sound Of A Woman,Kiesza,"['electropop', 'pop edm']",pop,54,0.838,0.72,7,-4.135,0.0483,0.0862,0.00696,0.0772,0.203,122.993,4.2
2014,Stay The Night - Featuring Hayley Williams Of Paramore,65,Clarity (Deluxe),Zedd,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']",pop,74,0.596,0.738,8,-3.109,0.0411,0.109,0.0,0.0947,0.461,127.961,3.62
2016,Final Song,65,Final Song,Mÿ,"['dance pop', 'danish pop', 'electropop', 'pop dance']",pop,72,0.695,0.672,1,-6.109,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,3.93
2016,Don't Mind,65,Don't Mind,Kent Jones,"['miami hip hop', 'viral trap']",hip hop,49,0.464,0.771,8,-4.503,0.336,0.0235,0.0,0.063,0.69,158.777,3.3
2016,Sweet Lovin' - Radio Edit,65,Brighter Days,Sigala,"['dance pop', 'edm', 'pop dance', 'uk dance']",pop,68,0.68,0.85,10,-2.785,0.0661,0.207,1.98e-06,0.339,0.71,124.942,3.37
2016,All Time Low,65,The Human Condition,Jon Bellion,['indie pop rap'],pop,65,0.617,0.567,0,-4.188,0.0828,0.0584,0.0,0.0933,0.505,90.246,3.63
2016,Tiimmy Turner,65,Tiimmy Turner,Desiigner,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",pop,61,0.603,0.725,6,-3.054,0.0393,0.174,0.0,0.0786,0.304,122.803,4.0
2020,Yummy,65,Yummy,Justin Bieber,"['canadian pop', 'pop']",pop,89,0.687,0.514,9,-6.612,0.0897,0.366,0.0,0.116,0.494,145.921,3.51
2020,MAMACITA,65,MAMACITA,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",pop,80,0.894,0.635,2,-6.929,0.0473,0.193,0.00105,0.0823,0.428,105.013,4.15
2000,Fool Again,64,Westlife,Westlife,['boy band'],,69,0.533,0.512,4,-6.851,0.0288,0.0475,0.0,0.0442,0.553,75.984,3.91
2000,Come on over Baby (All I Want Is You) - Radio Version,64,Christina Aguilera (Expanded Edition),Christina Aguilera,"['dance pop', 'pop']",pop,78,0.829,0.915,8,-3.205,0.106,0.226,1.25e-05,0.246,0.779,118.903,3.39
2000,I Hope You Dance,64,I Hope You Dance,Lee Ann Womack,"['contemporary country', 'country', 'country dawn', 'country road']",,55,0.385,0.443,7,-9.627,0.0295,0.0632,0.0,0.0898,0.275,151.278,4.91
2000,Take A Picture,64,Title Of Record (Expanded Edition),Filter,"['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'nu metal', 'post-grunge']",rock,54,0.541,0.776,2,-8.042,0.0298,0.00147,0.000221,0.178,0.282,98.986,6.06
2000,What a Girl Wants,64,Christina Aguilera (Expanded Edition),Christina Aguilera,"['dance pop', 'pop']",pop,78,0.754,0.819,0,-6.833,0.112,0.0684,0.0,0.345,0.818,142.137,3.6
2001,If You're Gone,64,Mad Season,Matchbox Twenty,"['neo mellow', 'pop rock', 'post-grunge']",pop,67,0.544,0.659,9,-7.191,0.0298,0.427,1.33e-06,0.126,0.361,109.933,4.58
2001,Touch Me (Radio Edit) [feat. Cassandra],64,Kismet Records Presents Touch Me (feat. Cassandra),Rui Da Silva,"['classic house', 'portuguese electronic']",,53,0.464,0.922,0,-8.399,0.0638,0.124,0.227,0.0546,0.695,129.078,3.55
2001,All Rise,64,All Rise,Blue,['boy band'],,60,0.721,0.737,5,-2.734,0.0324,0.121,0.0,0.165,0.931,97.996,3.73
2001,Never Had A Dream Come True,64,"""7""",S Club,"['australian pop', 'dance pop', 'europop', 'talent show']",pop,56,0.639,0.534,5,-5.588,0.0281,0.508,0.0,0.0948,0.434,122.931,4.01
2001,Bootylicious,64,Survivor,Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",pop,72,0.84,0.835,1,-4.386,0.275,0.00281,1.11e-06,0.152,0.637,103.376,3.47
2001,Put It On Me,64,Rule 3:36,Ja Rule,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",pop,69,0.831,0.79,1,-4.714,0.165,0.0024,0.0,0.0515,0.791,93.14,4.38
2001,In Your Eyes,64,Fever,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",pop,72,0.689,0.894,6,-6.342,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,3.3
2002,Underneath It All,64,Rock Steady (Expanded Edition),No Doubt,"['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock']",pop,69,0.729,0.731,4,-4.823,0.0682,0.235,1.35e-06,0.391,0.838,138.204,5.05
2002,The Tide Is High - Radio Mix,64,Feels So Good,Atomic Kitten,"['candy pop', 'dance pop', 'europop', 'girl group']",pop,56,0.783,0.649,7,-4.127,0.0322,0.0209,0.00482,0.067,0.665,103.997,3.43
2003,No Letting Go,64,No Holding Back,Wayne Wonder,"['dancehall', 'reggae fusion']",,51,0.496,0.819,5,-5.656,0.0444,0.0479,0.000215,0.177,0.317,100.215,3.37
2003,The Seed (2.0),64,Phrenology,The Roots,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'philly rap', 'political hip hop']",hip hop,60,0.758,0.957,7,-2.281,0.0357,0.039,0.0,0.133,0.966,111.121,4.47
2003,Meant to Live,64,The Beautiful Letdown (Deluxe Version),Switchfoot,"['ccm', 'christian alternative rock', 'christian music']",rock,59,0.397,0.903,2,-4.577,0.0457,0.00575,1.6e-06,0.362,0.556,151.551,3.36
2003,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,64,Shaman,Santana,"['blues rock', 'classic rock', 'mexican classic rock']",rock,70,0.59,0.929,2,-3.236,0.0478,0.0714,0.000153,0.0598,0.674,119.818,4.24
2003,How You Gonna Act Like That,64,I Wanna Go There,Tyrese,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",r&b,56,0.733,0.521,3,-3.657,0.0457,0.107,0.0,0.0692,0.525,112.913,4.91
2003,"Never Leave You (Uh Oooh, Uh Oooh)",64,Almost Famous,Lumidee,['hip pop'],pop,50,0.811,0.657,6,-6.197,0.362,0.0391,0.712,0.0798,0.777,199.958,3.08
2004,Wanna Get To Know You,64,Beg For Mercy,G-Unit,"['gangster rap', 'hardcore hip hop', 'hip hop', 'nyc rap', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop']",rap,62,0.513,0.826,10,-3.651,0.132,0.106,0.0,0.0675,0.889,76.91,4.42
2004,Sunshine (feat. Lea),64,U Gotta Feel Me,Lil' Flip,"['crunk', 'dirty south rap']",rap,54,0.814,0.387,0,-9.867,0.0946,0.0248,0.0,0.131,0.792,93.961,3.75
2005,Ordinary People,64,Get Lifted,John Legend,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",pop,76,0.469,0.132,10,-14.001,0.0798,0.928,0.0,0.0873,0.36,66.989,4.69
2005,Galvanize,64,Push The Button,The Chemical Brothers,"['alternative dance', 'big beat', 'breakbeat', 'electronica', 'rave', 'trip hop']",,62,0.745,0.714,7,-3.681,0.0751,0.0141,0.0222,0.363,0.365,104.003,6.56
2005,Collide,64,Stop All The World Now,Howie Day,"['neo mellow', 'pop rock']",pop,51,0.636,0.625,11,-7.895,0.0277,0.222,5.35e-05,0.119,0.342,93.931,4.15
2005,We Be Burnin',64,The Trinity,Sean Paul,"['dance pop', 'dancehall', 'pop', 'pop rap']",pop,81,0.95,0.803,1,-4.195,0.151,0.145,0.0,0.0748,0.86,117.0,3.55
2006,Pullin' Me Back,64,Hoodstar (Deluxe Edition),Chingy,"['crunk', 'dirty south rap', 'hip pop', 'pop rap', 'southern hip hop']",rap,59,0.786,0.511,7,-6.66,0.286,0.0825,0.0,0.12,0.587,80.0,3.9
2006,Black Horse And The Cherry Tree,64,Eye To The Telescope,KT Tunstall,"['ectofolk', 'lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']",pop,62,0.748,0.786,4,-7.788,0.0641,0.328,0.0,0.34,0.917,104.833,2.87
2006,Is It Any Wonder?,64,Under The Iron Sea,Keane,"['neo mellow', 'piano rock', 'pop rock']",rock,74,0.489,0.955,11,-2.771,0.0363,3.82e-05,0.000178,0.334,0.816,129.352,3.1
2006,U and Dat (feat. T. Pain & Kandi Girl),64,My Ghetto Report Card,E-40,"['cali rap', 'hyphy', 'oakland hip hop', 'west coast rap']",rap,67,0.858,0.484,6,-7.448,0.277,0.0241,1.8e-06,0.123,0.329,99.992,3.38
2007,She's So Lovely,64,Scouting For Girls (Expanded Edition),Scouting For Girls,['talent show'],,54,0.496,0.857,0,-3.313,0.0649,0.0622,0.0,0.0495,0.619,167.144,3.73
2008,It's Not My Time,64,3 Doors Down,3 Doors Down,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",rock,71,0.532,0.935,0,-4.798,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,4.03
2008,I Hate This Part,64,Doll Domination (Deluxe),The Pussycat Dolls,"['dance pop', 'girl group', 'pop']",pop,69,0.756,0.612,5,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572,3.64
2008,Piece of Me,64,Blackout,Britney Spears,"['dance pop', 'pop']",pop,81,0.769,0.638,11,-5.054,0.216,0.0902,0.0,0.0857,0.782,115.007,3.54
2009,Sober,64,Funhouse (Expanded Edition),P!nk,"['dance pop', 'pop']",pop,81,0.614,0.797,6,-4.896,0.0314,0.0635,0.0,0.187,0.374,90.946,4.19
2009,Untouched,64,Hook Me Up,The Veronicas,"['australian pop', 'candy pop', 'dance pop', 'girl group', 'post-teen pop']",pop,56,0.557,0.783,6,-4.893,0.234,0.0171,0.0172,0.151,0.442,177.008,4.26
2009,Naturally,64,Kiss & Tell,Selena Gomez & The Scene,['pop'],pop,68,0.605,0.902,10,-5.406,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,3.38
2009,Sweet Dreams,64,I AM...SASHA FIERCE,BeyoncÈ,"['pop', 'r&b']",pop,93,0.694,0.825,1,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,3.47
2009,Smile,64,Happy Hour,Uncle Kracker,"['country', 'pop rock', 'post-grunge']",pop,61,0.541,0.812,4,-3.764,0.0336,0.203,0.0,0.42,0.607,141.056,3.36
2009,I Hate This Part,64,Doll Domination (Deluxe),The Pussycat Dolls,"['dance pop', 'girl group', 'pop']",pop,69,0.756,0.612,5,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572,3.64
2010,Forget You,64,The Lady Killer,CeeLo Green,"['atl hip hop', 'pop rap']",hip hop,65,0.696,0.875,0,-3.682,0.0649,0.134,0.0,0.159,0.772,127.39,3.71
2010,STARSTRUKK (feat. Katy Perry),64,WANT (Deluxe),3OH!3,"['dance pop', 'electropowerpop', 'pop punk', 'pop rap', 'post-teen pop']",pop,63,0.607,0.805,11,-5.579,0.0608,0.00175,0.0,0.231,0.232,139.894,3.38
2010,Magic (feat. Rivers Cuomo),64,B.o.B Presents: The Adventures of Bobby Ray,B.o.B,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",hip hop,72,0.549,0.932,8,-4.11,0.343,0.0127,0.0,0.347,0.787,82.439,3.27
2010,Can't Be Tamed,64,Can't Be Tamed,Miley Cyrus,['pop'],pop,86,0.63,0.91,11,-2.919,0.144,0.0287,0.0,0.196,0.743,116.98,2.8
2010,Misery,64,Hands All Over (Deluxe),Maroon 5,['pop'],pop,85,0.704,0.81,4,-4.874,0.0425,0.000315,0.0,0.216,0.726,102.98,3.6
2010,Ridin' Solo,64,Jason Derulo,Jason Derulo,"['dance pop', 'pop']",pop,79,0.442,0.83,9,-4.02,0.146,0.128,0.0,0.129,0.578,89.338,3.6
2010,Heartbreak Warfare,64,Battle Studies,John Mayer,"['neo mellow', 'singer-songwriter']",,77,0.624,0.554,2,-8.113,0.0225,0.191,0.00131,0.299,0.311,97.031,4.5
2010,We No Speak Americano (Edit),64,We No Speak Americano,Yolanda Be Cool,"['australian dance', 'australian house', 'bass house']",,52,0.902,0.805,6,-5.003,0.0468,0.0748,0.0823,0.0914,0.745,124.985,2.62
2011,F**kin' Perfect,64,Greatest Hits...So Far!!!,P!nk,"['dance pop', 'pop']",pop,81,0.565,0.646,7,-4.749,0.0335,0.0412,0.0,0.362,0.481,91.973,3.56
2011,The Edge Of Glory,64,Born This Way,Lady Gaga,"['art pop', 'dance pop', 'pop']",pop,85,0.581,0.772,9,-6.544,0.0401,0.000343,0.0191,0.11,0.361,127.952,5.34
2011,Shake It Out,64,Ceremonials (Deluxe Edition),Florence + The Machine,"['baroque pop', 'electropop', 'modern rock', 'neo mellow', 'uk alternative pop']",pop,76,0.527,0.804,10,-4.168,0.0358,0.0104,0.0,0.105,0.221,107.486,4.63
2011,Just A Kiss,64,Own The Night,Lady A,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",pop,67,0.593,0.639,1,-5.826,0.0307,0.446,0.0,0.0998,0.332,142.881,3.65
2011,Price Tag,64,Who You Are (Platinum Edition),Jessie J,"['dance pop', 'pop']",pop,72,0.638,0.831,5,-3.944,0.182,0.0281,3.06e-06,0.277,0.685,175.038,3.72
2011,Pretty Girl Rock,64,No Boys Allowed,Keri Hilson,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",pop,69,0.666,0.87,11,-5.004,0.246,0.203,0.0,0.0851,0.9,160.014,4.07
2011,Don't Wanna Go Home,64,Future History (Deluxe Edition),Jason Derulo,"['dance pop', 'pop']",pop,79,0.671,0.808,2,-4.861,0.0652,0.02,0.0,0.134,0.637,121.956,3.43
2012,Lights - Single Version,64,Bright Lights (Lights Re-pack / Bonus Version),Ellie Goulding,"['indietronica', 'metropopolis', 'pop', 'uk pop']",pop,79,0.682,0.795,8,-6.17,0.0367,0.0297,0.0391,0.131,0.78,120.008,3.51
2012,This Is Love,64,#willpower (Deluxe),will.i.am,"['dance pop', 'pop']",pop,73,0.535,0.796,0,-3.446,0.0445,0.00473,0.0,0.145,0.282,128.954,4.65
2013,Chocolate,64,The 1975,The 1975,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",rock,77,0.591,0.94,11,-4.341,0.0522,0.00391,0.0,0.383,0.676,100.043,3.74
2013,The Fox (What Does the Fox Say?),64,The Fox (What Does the Fox Say?),Ylvis,['comic'],,49,0.703,0.867,6,-4.292,0.0453,0.107,0.0,0.119,0.546,128.008,3.56
2013,Bad (feat. Rihanna) - Remix,64,The Gifted,Wale,"['pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",pop,69,0.807,0.702,6,-6.594,0.0748,0.307,0.0,0.111,0.447,114.038,3.98
2014,Na Na,64,Trigga Reloaded,Trey Songz,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",pop,69,0.67,0.476,9,-6.253,0.0406,0.328,0.0,0.104,0.235,96.975,3.87
2020,Savage Remix (feat. BeyoncÈ),64,Savage Remix (feat. BeyoncÈ),Megan Thee Stallion,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",rap,79,0.822,0.743,10,-4.772,0.28,0.016,0.0,0.127,0.636,84.459,4.03
2021,As I Am (feat. Khalid),64,Justice,Justin Bieber,"['canadian pop', 'pop']",pop,89,0.595,0.543,11,-8.149,0.038,0.127,0.0,0.0975,0.109,99.928,2.91
2022,Iím Tired (with Zendaya) - Bonus Track,64,Iím Tired (with Zendaya) - Bonus Track,Labrinth,"['indie poptimism', 'pop']",pop,78,0.375,0.133,0,-10.624,0.0352,0.651,0.0,0.0695,0.192,131.721,3.13
2022,Nail Tech,64,Nail Tech,Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",hip hop,83,0.677,0.557,1,-8.409,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,3.44
